Key;English;;;;;;;;;;;;;
unite_turkestan_title;统一突厥斯坦;;;;;;;;;;;;;
unite_turkestan_desc;在我国的领导下，土库曼人、吉尔吉斯人、塔吉克人和乌兹别克人最终统一在一个单一的突厥斯坦国家之下。我们的梦想实现了，整个世界都将在我们的力量前颤抖不已！;;;;;;;;;;;;;
organize_nigeria_title;组建尼日利亚;;;;;;;;;;;;;
organize_nigeria_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_sudan_title;Claim Sudan;;;;;;;;;;;;;
reorganize_sudan_desc;From the Sahara desert in the north to the tropical jungles in the south, the colony of $COUNTRY_ADJ$ Sudan was historically tied to the Egyptians in the north. Despite the many tribes that inhabit it, the historical ties and heavy Arab influence made Islam and Arab the main religion and language of the colony. While the the vast landmass of the colony is suitable for a range of cash crops, the relative isolation of the colony means we will need to spend extra to make it into a productive enterprise. Organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_nigeria_title;宣称尼日利亚主权;;;;;;;;;;;;;
reorganize_nigeria_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_togo_title;组建多哥;;;;;;;;;;;;;
organize_togo_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_togo_title;宣称多哥主权;;;;;;;;;;;;;
reorganize_togo_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_ivory_coast_title;组建象牙海岸;;;;;;;;;;;;;
organize_ivory_coast_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_ivory_coast_title;宣称象牙海岸主权;;;;;;;;;;;;;
reorganize_ivory_coast_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_sierra_leone_title;组建塞拉利昂;;;;;;;;;;;;;
organize_sierra_leone_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_sierra_leone_title;宣称塞拉利昂主权;;;;;;;;;;;;;
reorganize_sierra_leone_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_guinea_title;组建几内亚;;;;;;;;;;;;;
organize_guinea_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_guinea_title;宣称几内亚主权;;;;;;;;;;;;;
reorganize_guinea_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_senegal_title;组建塞内加尔;;;;;;;;;;;;;
organize_senegal_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_senegal_title;宣称塞内加尔主权;;;;;;;;;;;;;
reorganize_senegal_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_niger_title;组建尼日尔;;;;;;;;;;;;;
organize_niger_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_niger_title;宣称尼日尔主权;;;;;;;;;;;;;
reorganize_niger_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_chad_title;组建乍得;;;;;;;;;;;;;
organize_chad_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_chad_title;宣称乍得主权;;;;;;;;;;;;;
reorganize_chad_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_cameroon_title;组建喀麦隆;;;;;;;;;;;;;
organize_cameroon_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_cameroon_title;宣称喀麦隆主权;;;;;;;;;;;;;
reorganize_cameroon_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_gabon_title;组建加蓬;;;;;;;;;;;;;
organize_gabon_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_gabon_title;宣称加蓬主权;;;;;;;;;;;;;
reorganize_gabon_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_congo_title;组建刚果;;;;;;;;;;;;;
organize_congo_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_congo_title;宣称刚果主权;;;;;;;;;;;;;
reorganize_congo_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_zaire_title;组建刚果自由邦;;;;;;;;;;;;;
organize_zaire_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_zaire_title;宣称刚果自由邦主权;;;;;;;;;;;;;
reorganize_zaire_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_zambia_title;组建赞比亚;;;;;;;;;;;;;
organize_zambia_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_zambia_title;宣称赞比亚主权;;;;;;;;;;;;;
reorganize_zambia_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_kenya_title;组建肯尼亚;;;;;;;;;;;;;
organize_kenya_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_kenya_title;宣称肯尼亚主权;;;;;;;;;;;;;
reorganize_kenya_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_tanzania_title;组建坦桑尼亚;;;;;;;;;;;;;
organize_tanzania_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_tanzania_title;宣称坦桑尼亚主权;;;;;;;;;;;;;
reorganize_tanzania_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_mali_title;组建马里;;;;;;;;;;;;;
organize_mali_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_mali_title;宣称马里主权;;;;;;;;;;;;;
reorganize_mali_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_libya_title;组建利比亚;;;;;;;;;;;;;
organize_libya_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
organize_CAR_title;组建乌班吉-沙里;;;;;;;;;;;;;
organize_CAR_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_CAR_title;宣称乌班吉-沙里主权;;;;;;;;;;;;;
reorganize_CAR_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_malawi_title;组建尼亚萨兰;;;;;;;;;;;;;
organize_malawi_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_malawi_title;宣称尼亚萨兰主权;;;;;;;;;;;;;
reorganize_malawi_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_gambia_title;组建冈比亚;;;;;;;;;;;;;
organize_gambia_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_gambia_title;宣称冈比亚主权;;;;;;;;;;;;;
reorganize_gambia_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_angola_title;组建安哥拉;;;;;;;;;;;;;
organize_angola_desc;安哥拉正在成为一个真正的$COUNTRY_ADJ$殖民地。我们必须创立一个合适的殖民地组织架构，这样它才能与母国其他地区平起平坐。;;;;;;;;;;;;;
reorganize_angola_title;宣称安哥拉主权;;;;;;;;;;;;;
reorganize_angola_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_mozambique_title;组建莫桑比克;;;;;;;;;;;;;
organize_mozambique_desc;安哥拉正在成为一个真正的$COUNTRY_ADJ$殖民地。我们必须创立一个合适的殖民地组织架构，这样它才能与母国其他地区平起平坐。;;;;;;;;;;;;;
reorganize_mozambique_title;宣称莫桑比克主权;;;;;;;;;;;;;
reorganize_mozambique_desc;现在我们已经控制了这个非洲殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_uganda_title;组建乌干达;;;;;;;;;;;;;
organize_uganda_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_uganda_title;重组乌干达;;;;;;;;;;;;;
reorganize_uganda_desc;现在，我们已取得了乌干达的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_botswana_title;组建贝专纳兰;;;;;;;;;;;;;
organize_botswana_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_botswana_title;重组博茨瓦纳;;;;;;;;;;;;;
reorganize_botswana_desc;现在，我们已取得了博茨瓦纳的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_sudan_title;组建苏丹;;;;;;;;;;;;;
organize_sudan_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
organize_ghana_title;组建加纳;;;;;;;;;;;;;
organize_ghana_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_ghana_title;重组加纳;;;;;;;;;;;;;
reorganize_ghana_desc;现在，我们已取得了加纳的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_burkina_faso_title;组建布基纳法索;;;;;;;;;;;;;
organize_burkina_faso_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_burkina_faso_title;重组布基纳法索;;;;;;;;;;;;;
reorganize_burkina_faso_desc;现在，我们已取得了布基纳法索的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_mauritania_title;Organize Mauritania;;;;;;;;;;;;;
organize_mauritania_desc;The Berbers and the Maghrebi peoples have inhabited the colony of $COUNTRY_ADJ$ Mauritania for years. The arid colony lies mostly on the Saharan desert and as such are not really well suited for cash crops. There are talks of iron somewhere in the mountains in the desert, as well as a fish-rich shore.;;;;;;;;;;;;;
organize_dahomey_title;组建达荷美;;;;;;;;;;;;;
organize_dahomey_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_dahomey_title;重组贝宁;;;;;;;;;;;;;
reorganize_dahomey_desc;现在，我们已取得了波多诺伏的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_indonesia_title;组建印度尼西亚;;;;;;;;;;;;;
organize_indonesia_desc;东印度群岛的殖民地已经成为我们国家的一部分。我们必须创立一个合适的殖民地组织架构，这样它才能与母国其他地区平起平坐。;;;;;;;;;;;;;
reorganize_indonesia_title;宣称印度尼西亚主权;;;;;;;;;;;;;
reorganize_indonesia_desc;现在我们已经控制了这个东印度殖民地，我们应该将其置于我们完整的殖民地管理架构之下。;;;;;;;;;;;;;
organize_somalia_title;组建索马里;;;;;;;;;;;;;
organize_somalia_desc;一个在我们统治下的中央集权的索马里苏丹国将能够更好地为我们服务。;;;;;;;;;;;;;
organize_namibia_title;组建纳米比亚;;;;;;;;;;;;;
organize_namibia_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_namibia_title;重组纳米比亚;;;;;;;;;;;;;
reorganize_namibia_desc;现在，我们已取得了温得和克的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_guine_bissau_title;组建几内亚比绍;;;;;;;;;;;;;
organize_guine_bissau_desc;我们应把松散的非洲殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
reorganize_guine_bissau_title;重组几内亚比绍;;;;;;;;;;;;;
reorganize_guine_bissau_desc;现在，我们已取得了比绍的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_madagascar_title;组建马达加斯加;;;;;;;;;;;;;
organize_madagascar_desc;现在，我们已取得了马达加斯加的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
reorganize_madagascar_title;重组马达加斯加;;;;;;;;;;;;;
reorganize_madagascar_desc;现在，我们已取得了塔那那利佛的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_zimbabwe_title;组建津巴布韦;;;;;;;;;;;;;
organize_zimbabwe_desc;现在，我们已取得了津巴布韦的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
reorganize_zimbabwe_title;宣称津巴布韦;;;;;;;;;;;;;
reorganize_zimbabwe_desc;现在，我们已取得了津巴布韦的所有权。我们应改组其结构以使其真正地成为我们更庞大的殖民管理部门中的一部分。;;;;;;;;;;;;;
organize_rwanda_burundi_title;Create Rwanda-Burundi;;;;;;;;;;;;;
organize_rwanda_burundi_desc;The pastoralist Hutu-Tutsi live in the territories of the colonies known as Rwanda and Burundi. The mountainous jungle home to these people could be used for cotton, tobacco or coffee plantations. Despite the small size of the colony, organizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
reorganize_rwanda_burundi_title;Claim Rwanda-Burundi;;;;;;;;;;;;;
reorganize_rwanda_burundi_desc;The pastoralist Hutu-Tutsi live in the territories of the colonies known as Rwanda and Burundi. The mountainous jungle home to these people could be used for cotton, tobacco or coffee plantations. Despite the small size of the colony, reorganizing the colonial structure in a $COUNTRY_ADJ$ model will allow us to reap the benefits of the new colony and guide its production - for the greater benefit of $COUNTRY$.;;;;;;;;;;;;;
create_rhodesia_title;建立罗德西亚;;;;;;;;;;;;;
create_rhodesia_desc;英国南非公司对罗得西亚的特许管理权由维多利亚女王于1889年授予，随着先锋纵队朝东北的马绍纳兰进军而开始。这个公司被特许状授予了获取、管理和开发非洲南部德兰士瓦省北部地区的权利，这一由塞西尔·罗德斯领导的公司组建了自己的武装部队，通过条约、特许权和偶尔的军事行动占据了一大片领土，其中最突出的事迹是在马塔贝莱战争中击败了马塔贝莱的军队。\n\n到了世纪之交时期，罗德斯的公司被赞比西河一分为二，占据了一个巨大的内陆国家。公司正式命名这片土地为罗得西亚，以纪念塞西尔·罗德斯。;;;;;;;;;;;;;
become_poland_title;波兰没有灭亡（Jeszcze Polska nie Zginela）;;;;;;;;;;;;;
become_poland_desc;波兰必将重生！收复华沙后，我们一定要迈出将所有波兰人民团结在一面共同的国旗之下的第一步！;;;;;;;;;;;;;
unite_with_poland_title;回归波兰;;;;;;;;;;;;;
unite_with_poland_desc;波兰已经重生，是时候让克拉科夫回归祖国了。;;;;;;;;;;;;;
galicia_annex_krakow_title;并入加利西亚;;;;;;;;;;;;;
galicia_annex_krakow_desc;列强如狼似虎，对我们垂涎已久，我们的城市又孤单无助。既然波兰人的加利西亚已经独立，我们最好应该投入他们的保护之下。但是，在我们解放所有的波兰同胞之前，我们仍不可松懈。;;;;;;;;;;;;;
krakow_form_galicia_title;成立加利西亚-洛多梅利亚;;;;;;;;;;;;;
krakow_form_galicia_desc;现在我们已将加利西亚从外国暴政中解放，让我们进一步扩大我们的人民所珍爱的自由吧。自由加利西亚万岁！;;;;;;;;;;;;;
become_poland_lithuania_title;联邦的重生;;;;;;;;;;;;;
become_poland_lithuania_desc;我们重建了古老的帝国。波兰-立陶宛将再次矗立于世间，让我们的宿敌颤抖吧！;;;;;;;;;;;;;
stop_poland_lithuania_title;联邦的终结;;;;;;;;;;;;;
stop_poland_lithuania_desc;波兰-立陶宛联邦寿终正寝。我们必须放弃不切实际的理想，并脚踏实地重新回到波兰自己的道路上。;;;;;;;;;;;;;
unite_with_croatia_title;回归克罗地亚;;;;;;;;;;;;;
unite_with_croatia_desc;克罗地亚已经成立，现在是时候回归我们的祖国了。;;;;;;;;;;;;;
invite_slovenia_to_YUG_title;邀请斯洛文尼亚加入南斯拉夫;;;;;;;;;;;;;
invite_slovenia_to_YUG_desc;我们的邻国斯洛文尼亚肯定十分乐意加入我们的斯拉夫联邦。或许我们应该向他们伸出橄榄枝？;;;;;;;;;;;;;
invite_bosnia_to_YUG_title;邀请波斯尼亚加入南斯拉夫;;;;;;;;;;;;;
invite_bosnia_to_YUG_desc;我们的邻国波斯尼亚肯定十分乐意加入我们的斯拉夫联邦。或许我们应该向他们伸出橄榄枝？;;;;;;;;;;;;;
invite_croatia_to_YUG_title;邀请克罗地亚加入南斯拉夫;;;;;;;;;;;;;
invite_croatia_to_YUG_desc;我们的邻国克罗地亚肯定十分乐意加入我们的斯拉夫联邦。或许我们应该向他们伸出橄榄枝？;;;;;;;;;;;;;
invite_montenegro_to_YUG_title;邀请黑山加入南斯拉夫;;;;;;;;;;;;;
invite_montenegro_to_YUG_desc;我们的邻国黑山肯定十分乐意加入我们的斯拉夫联邦。或许我们应该向他们伸出橄榄枝？;;;;;;;;;;;;;
invite_serbia_to_YUG_title;邀请塞尔维亚加入南斯拉夫;;;;;;;;;;;;;
invite_serbia_to_YUG_desc;我们的邻国塞尔维亚肯定十分乐意加入我们的斯拉夫联邦。或许我们应该向他们伸出橄榄枝？;;;;;;;;;;;;;
invite_bulgaria_to_YUG_title;邀请保加利亚加入南斯拉夫;;;;;;;;;;;;;
invite_bulgaria_to_YUG_desc;虽然保加利亚人很不情愿看到一个联合巴尔干诸国的巨大联邦诞生，但也许我们可以通过足够的影响力与良好的关系说服其加入我们。;;;;;;;;;;;;;
invite_macedonia_to_YUG_title;邀请马其顿加入南斯拉夫;;;;;;;;;;;;;
invite_macedonia_to_YUG_desc;虽然马其顿人很不情愿看到一个联合巴尔干诸国的巨大联邦诞生，但也许我们可以通过足够的影响力与良好的关系说服其加入我们。;;;;;;;;;;;;;
embrace_bosnians_YUG_title;接受波斯尼亚人;;;;;;;;;;;;;
embrace_bosnians_YUG_desc;波斯尼亚人历史上属于穆斯林文化，也因此众所周知地与其他的斯拉夫人格格不入。然而通过不懈的努力，让波斯尼亚人彻底融入南斯拉夫的文化与政府也不是不可能的。这甚至可能最终促成未来我国人民之间的和睦共处。;;;;;;;;;;;;;
embrace_bulgarians_YUG_title;接受保加利亚人;;;;;;;;;;;;;
embrace_bulgarians_YUG_desc;保加利亚人一般不认为自己是真正的斯拉夫人，要么他们干脆就认为自己高人一等。无论如何，与保加利亚人的关系的维持总是异常棘手的。然而通过不懈的努力，让保加利亚人彻底融入南斯拉夫的文化与政府也不是不可能的。这甚至可能最终促成未来我国人民之间的和睦共处。;;;;;;;;;;;;;
embrace_albanians_YUG_title;接受阿尔巴尼亚人;;;;;;;;;;;;;
embrace_albanians_YUG_desc;阿尔巴尼亚人并非真正属于斯拉夫民族，也因此众所周知地与斯拉夫人格格不入。然而通过不懈的努力，让阿尔巴尼亚人彻底融入南斯拉夫的文化与政府也不是不可能的。这甚至可能最终促成未来我国人民之间的和睦共处。;;;;;;;;;;;;;
end_of_yugoslavia_bulgaria_title;南斯拉夫的终结;;;;;;;;;;;;;
end_of_yugoslavia_bulgaria_desc;南斯拉夫已经名存实亡。是时候为它送终了。;;;;;;;;;;;;;
end_of_yugoslavia_greece_title;南斯拉夫的终结;;;;;;;;;;;;;
end_of_yugoslavia_greece_desc;南斯拉夫已经名存实亡。是时候为它送终了。;;;;;;;;;;;;;
form_yugoslavia_title;成立南斯拉夫;;;;;;;;;;;;;
form_yugoslavia_desc;巴尔干的斯拉夫民族必须团结在我们的旗帜之下。这是我们摆脱欧洲列强控制的唯一方法。;;;;;;;;;;;;;
create_yugoslavia_title;创建南斯拉夫;;;;;;;;;;;;;
create_yugoslavia_desc;如果巴尔干的斯拉夫人都团结在一面国旗之下，他们将成为更有用的同盟，至少要比作为一个分裂状态下延绵不绝的冲突地区要好得多。;;;;;;;;;;;;;
albania_in_yugoslavia_title;将阿尔巴尼亚人融合进南斯拉夫;;;;;;;;;;;;;
albania_in_yugoslavia_desc;阿尔巴尼亚人一定要被融合进更大的斯拉夫联邦。;;;;;;;;;;;;;
bulgaria_in_yugoslavia_title;将保加利亚人融合进南斯拉夫;;;;;;;;;;;;;
bulgaria_in_yugoslavia_desc;保加利亚人一定要被融合进更大的斯拉夫联邦。;;;;;;;;;;;;;
end_of_yugoslavia_serbia_title;南斯拉夫的终结;;;;;;;;;;;;;
end_of_yugoslavia_serbia_desc;南斯拉夫已经名存实亡。是时候为它送终了。;;;;;;;;;;;;;
end_of_yugoslavia_croatia_title;南斯拉夫的终结;;;;;;;;;;;;;
end_of_yugoslavia_croatia_desc;南斯拉夫已经名存实亡。是时候为它送终了。;;;;;;;;;;;;;
end_of_yugoslavia_slovenia_title;南斯拉夫的终结;;;;;;;;;;;;;
end_of_yugoslavia_slovenia_desc;南斯拉夫已经名存实亡。是时候为它送终了。;;;;;;;;;;;;;
end_of_yugoslavia_bosnia_title;南斯拉夫的终结;;;;;;;;;;;;;
end_of_yugoslavia_bosnia_desc;南斯拉夫已经名存实亡。是时候为它送终了。;;;;;;;;;;;;;
end_of_yugoslavia_albania_title;南斯拉夫的终结;;;;;;;;;;;;;
end_of_yugoslavia_albania_desc;南斯拉夫已经名存实亡。是时候为它送终了。;;;;;;;;;;;;;
end_of_yugoslavia_montenegro_title;南斯拉夫的终结;;;;;;;;;;;;;
end_of_yugoslavia_montenegro_desc;南斯拉夫已经名存实亡。是时候为它送终了。;;;;;;;;;;;;;
form_czechoslovakia_title;建立捷克斯洛伐克;;;;;;;;;;;;;
form_czechoslovakia_desc;波希米亚与斯洛伐克在虎视眈眈的欧洲列强之下唇齿相依。唇亡齿寒，我们一定要团结在一面旗帜之下！;;;;;;;;;;;;;
end_of_czechoslovakia_bohemia_title;捷克斯洛伐克的终结;;;;;;;;;;;;;
end_of_czechoslovakia_bohemia_desc;波希米亚和斯洛伐克之间的联合已经名存实亡。是时候为捷克斯洛伐克送终了。;;;;;;;;;;;;;
end_of_czechoslovakia_slovakia_title;捷克斯洛伐克的终结;;;;;;;;;;;;;
end_of_czechoslovakia_slovakia_desc;波希米亚和斯洛伐克之间的联合已经名存实亡。是时候为捷克斯洛伐克送终了。;;;;;;;;;;;;;
unite_moldavia_wallachia_title;联合瓦拉几亚与摩尔达维亚;;;;;;;;;;;;;
unite_moldavia_wallachia_desc;瓦拉几亚公国与摩尔达维亚公国必须在一面国旗之下团结一致，携手实现作为统一的罗马尼亚所持有的天命！;;;;;;;;;;;;;
unite_with_romania_title;回归罗马尼亚;;;;;;;;;;;;;
unite_with_romania_desc;罗马尼亚已经建立，我们是时候回归我们的祖国了。;;;;;;;;;;;;;
create_romania_title;创建罗马尼亚;;;;;;;;;;;;;
create_romania_desc;一个统一与自由的罗马尼亚将成为我们强大又有价值的同盟。;;;;;;;;;;;;;
create_cambodian_protectorate_title;创立柬埔寨保护国;;;;;;;;;;;;;
create_cambodian_protectorate_desc;由于惧怕暹罗的入侵，柬埔寨人请求加入我们保护下的越南。;;;;;;;;;;;;;
create_laos_protectorate_title;创立老挝保护国;;;;;;;;;;;;;
create_laos_protectorate_desc;没有我们的帮助，老挝人绝不可能在他们强大的邻国面前生存下来。我们应该接洽他们，向他们提供保护。这是一种多么文明的行为啊！;;;;;;;;;;;;;
siamese_border_treaty_title;暹罗边境条约;;;;;;;;;;;;;
siamese_border_treaty_desc;在暹罗境内有许多被征服的民族，比如老挝人、高棉人和越南人。最近一起事件为我们提供了一个极好的机会：我们可以要求暹罗人放弃这些土地并将它们并入我们的印度支那领地，否则他们就等着面对我们的怒火吧。;;;;;;;;;;;;;
unequal_treaty_DAI_title;河内条约;;;;;;;;;;;;;
unequal_treaty_DAI_desc;越南已摇摇欲坠，其彻底垮台的一天也指日可待。或许我们应该给他们一个到谈判桌前结束这场战争的机会。当然条款是要有利于我们的。;;;;;;;;;;;;;
organize_laos_title;组建南掌;;;;;;;;;;;;;
organize_laos_desc;我们应把松散的老挝殖民地组织成整体，以便更好地反映当地的结构以及允许他们自治。当然了，自治是由我们仁慈的殖民地管理者主导的。;;;;;;;;;;;;;
form_french_indochina_title;法属印度支那;;;;;;;;;;;;;
form_french_indochina_desc;西贡的殖民政府建成后，法国的管理者建议将该地区升格为一个完整的部门，以更好地监管法国对东南亚邻国的殖民扩张。;;;;;;;;;;;;;
unite_indonesia_title;统一印度尼西亚;;;;;;;;;;;;;
unite_indonesia_desc;我们必须将马来民族、爪哇民族、摩鹿加民族与美拉尼西亚民族团结在一面共同的旗帜之下。打倒帝国主义！;;;;;;;;;;;;;
